dat_ref,retorno,retorno_mm3,desvio_relativo,score_confianca_mercado
2017-10-18,0.0183684349645441,0.501949306961002,-0.9634057967412012,41.539880229802684
2017-10-17,0.11511758118700754,0.6004886643680368,-0.8082934982491985,42.82784637919587
2017-10-16,-0.00626378592171184,0.042407410076612674,-1.1477049862369753,40.009562390799125
2017-10-13,0.15168260303455305,0.08684546609994899,0.7465805625360349,55.73865471825319
2017-10-11,0.12330676578862221,0.08957519430048722,0.37657268568103475,52.666315354894124
2017-10-10,-0.37169578953004656,-0.032235473568957694,10.530644609111137,100.0
2017-10-09,0.0761392901130753,-0.057416577876116946,-2.326085477914668,30.22494699188275
2017-10-06,-0.07742397457987105,-0.12432682466561469,-0.3772544679066002,46.406954454737345
2017-10-05,0.27858396932889384,0.09243309495403211,2.0138985335007598,66.26175741861304
2017-10-04,-0.05404343126658162,0.04903885449414647,-2.102053296800245,32.085185467202464
2017-10-03,-0.13048937986263054,0.03135038606655997,-5.16228940803436,6.674688951199995
2017-10-02,-0.4358312339751369,-0.2067880150347836,1.1076232774023493,58.73655236888211
2017-09-29,-0.18066847335139746,-0.2489963623963889,-0.2744132018130333,47.26089105922961
2017-09-28,-0.3160667251975391,-0.31085547750802506,0.016764213811800932,49.67866617080087
2017-09-27,0.03387487974417791,-0.15428677293492013,-1.2195578992274776,39.412935814010744
2017-09-26,-0.06366320808388615,-0.1152850178457497,-0.4477755282211351,45.821386840902264
2017-09-25,-0.13689532251723868,-0.05556121695231623,1.4638647248264025,61.694582968349174
2017-09-22,0.16151361329024283,-0.013014972436961258,-13.409831374791072,0.0
2017-09-21,-0.5018270842084616,-0.15906959781181973,2.154764273699403,67.43142808140978
2017-09-20,0.09124750317777153,-0.08302198924681632,-2.0990763291216927,32.10990454902311
2017-09-19,-0.6104834430177619,-0.34035434134948456,0.7936702102791804,56.12966093033087
2017-09-18,-0.01734090857234971,-0.17885894947078063,-0.9030470176434608,42.0410659194764
2017-09-15,-0.5906059873024061,-0.4061434462975065,0.45418076466948065,53.31072962525389
2017-09-14,-0.7098157509308867,-0.43925421560188144,0.6159566048973995,54.654026114499985
2017-09-13,-0.2090105753802196,-0.5031441045378381,-0.5845910277092369,44.68534712151096
2017-09-12,-0.2896133083107433,-0.4028132115406171,-0.28102331300635475,47.20600437684857
2017-09-11,0.6357468166186431,0.045707644309226136,12.908982320716907,100.0
2017-09-08,-0.6894545320206058,-0.11444034123756926,5.024575989242742,91.26074645710499
2017-09-06,-1.183418195345387,-0.4123753035824505,1.8697601070302063,65.06491219147303
